province,scenario,percentile,period,rx1day,source_file
Sichuan Sheng,ssp370,p10,2060-2079,20.25,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Taiwan Sheng,ssp370,p10,2060-2079,87.95,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Tianjin Shi,ssp370,p10,2060-2079,28.43,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp370,p10,2060-2079,6.45,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Xizang Zizhiqu,ssp370,p10,2060-2079,9.01,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Yunnan Sheng,ssp370,p10,2060-2079,25.84,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Zhejiang Sheng,ssp370,p10,2060-2079,44.64,rx1day_CHNprov_ssp370_p10_2060-2079.xlsx
Anhui Sheng,ssp370,p10,2080-2099,41.56,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Beijing Shi,ssp370,p10,2080-2099,28.23,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Chongqing Shi,ssp370,p10,2080-2099,33.82,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Fujian Sheng,ssp370,p10,2080-2099,45.94,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Gansu Sheng,ssp370,p10,2080-2099,13.01,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Guangdong Sheng,ssp370,p10,2080-2099,45.76,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,p10,2080-2099,41.51,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Guizhou Sheng,ssp370,p10,2080-2099,29.6,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Hainan Sheng,ssp370,p10,2080-2099,44.79,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Hebei Sheng,ssp370,p10,2080-2099,26.58,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Heilongjiang Sheng,ssp370,p10,2080-2099,21.89,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Henan Sheng,ssp370,p10,2080-2099,33.68,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
"Hong Kong, SAR",ssp370,p10,2080-2099,41.76,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Hubei Sheng,ssp370,p10,2080-2099,39.2,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Hunan Sheng,ssp370,p10,2080-2099,40.12,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Jiangsu Sheng,ssp370,p10,2080-2099,40.64,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Jiangxi Sheng,ssp370,p10,2080-2099,44.83,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Jilin Sheng,ssp370,p10,2080-2099,26.9,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Liaoning Sheng,ssp370,p10,2080-2099,32.9,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
"Macau, SAR",ssp370,p10,2080-2099,42.0,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp370,p10,2080-2099,15.75,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp370,p10,2080-2099,18.0,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Qinghai Sheng,ssp370,p10,2080-2099,8.6,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Shaanxi Sheng,ssp370,p10,2080-2099,27.92,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Shandong Sheng,ssp370,p10,2080-2099,34.29,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Shanghai Shi,ssp370,p10,2080-2099,41.3,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Shanxi Sheng,ssp370,p10,2080-2099,26.07,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Sichuan Sheng,ssp370,p10,2080-2099,21.27,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Taiwan Sheng,ssp370,p10,2080-2099,91.93,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Tianjin Shi,ssp370,p10,2080-2099,29.4,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp370,p10,2080-2099,6.72,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Xizang Zizhiqu,ssp370,p10,2080-2099,9.31,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Yunnan Sheng,ssp370,p10,2080-2099,27.19,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Zhejiang Sheng,ssp370,p10,2080-2099,46.2,rx1day_CHNprov_ssp370_p10_2080-2099.xlsx
Anhui Sheng,ssp370,p90,2020-2039,73.01,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Beijing Shi,ssp370,p90,2020-2039,56.36,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Chongqing Shi,ssp370,p90,2020-2039,61.41,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Fujian Sheng,ssp370,p90,2020-2039,86.96,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Gansu Sheng,ssp370,p90,2020-2039,23.65,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Guangdong Sheng,ssp370,p90,2020-2039,94.56,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,p90,2020-2039,82.37,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Guizhou Sheng,ssp370,p90,2020-2039,55.7,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Hainan Sheng,ssp370,p90,2020-2039,109.97,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Hebei Sheng,ssp370,p90,2020-2039,50.2,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Heilongjiang Sheng,ssp370,p90,2020-2039,38.45,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Henan Sheng,ssp370,p90,2020-2039,63.03,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
"Hong Kong, SAR",ssp370,p90,2020-2039,95.02,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Hubei Sheng,ssp370,p90,2020-2039,69.65,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Hunan Sheng,ssp370,p90,2020-2039,74.35,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Jiangsu Sheng,ssp370,p90,2020-2039,71.66,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Jiangxi Sheng,ssp370,p90,2020-2039,81.85,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Jilin Sheng,ssp370,p90,2020-2039,46.28,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Liaoning Sheng,ssp370,p90,2020-2039,57.36,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
"Macau, SAR",ssp370,p90,2020-2039,97.81,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp370,p90,2020-2039,28.74,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp370,p90,2020-2039,33.0,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Qinghai Sheng,ssp370,p90,2020-2039,14.03,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Shaanxi Sheng,ssp370,p90,2020-2039,48.61,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Shandong Sheng,ssp370,p90,2020-2039,64.1,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Shanghai Shi,ssp370,p90,2020-2039,72.99,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Shanxi Sheng,ssp370,p90,2020-2039,43.71,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Sichuan Sheng,ssp370,p90,2020-2039,37.67,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Taiwan Sheng,ssp370,p90,2020-2039,260.2,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Tianjin Shi,ssp370,p90,2020-2039,57.83,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp370,p90,2020-2039,14.32,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Xizang Zizhiqu,ssp370,p90,2020-2039,30.35,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Yunnan Sheng,ssp370,p90,2020-2039,50.27,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Zhejiang Sheng,ssp370,p90,2020-2039,84.67,rx1day_CHNprov_ssp370_p90_2020-2039.xlsx
Anhui Sheng,ssp370,p90,2040-2059,76.4,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Beijing Shi,ssp370,p90,2040-2059,57.26,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Chongqing Shi,ssp370,p90,2040-2059,64.63,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Fujian Sheng,ssp370,p90,2040-2059,89.56,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Gansu Sheng,ssp370,p90,2040-2059,24.4,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Guangdong Sheng,ssp370,p90,2040-2059,97.98,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,p90,2040-2059,85.67,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Guizhou Sheng,ssp370,p90,2040-2059,57.81,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Hainan Sheng,ssp370,p90,2040-2059,109.0,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Hebei Sheng,ssp370,p90,2040-2059,51.3,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Heilongjiang Sheng,ssp370,p90,2040-2059,39.34,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Henan Sheng,ssp370,p90,2040-2059,65.87,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
"Hong Kong, SAR",ssp370,p90,2040-2059,95.24,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Hubei Sheng,ssp370,p90,2040-2059,73.03,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Hunan Sheng,ssp370,p90,2040-2059,77.48,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Jiangsu Sheng,ssp370,p90,2040-2059,73.02,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Jiangxi Sheng,ssp370,p90,2040-2059,84.65,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Jilin Sheng,ssp370,p90,2040-2059,48.94,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Liaoning Sheng,ssp370,p90,2040-2059,60.99,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
"Macau, SAR",ssp370,p90,2040-2059,100.07,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp370,p90,2040-2059,29.67,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp370,p90,2040-2059,33.73,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Qinghai Sheng,ssp370,p90,2040-2059,14.78,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Shaanxi Sheng,ssp370,p90,2040-2059,50.57,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Shandong Sheng,ssp370,p90,2040-2059,64.92,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Shanghai Shi,ssp370,p90,2040-2059,74.62,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Shanxi Sheng,ssp370,p90,2040-2059,45.27,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Sichuan Sheng,ssp370,p90,2040-2059,39.72,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Taiwan Sheng,ssp370,p90,2040-2059,262.01,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Tianjin Shi,ssp370,p90,2040-2059,59.44,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp370,p90,2040-2059,14.89,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Xizang Zizhiqu,ssp370,p90,2040-2059,33.02,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Yunnan Sheng,ssp370,p90,2040-2059,53.3,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Zhejiang Sheng,ssp370,p90,2040-2059,85.98,rx1day_CHNprov_ssp370_p90_2040-2059.xlsx
Anhui Sheng,ssp370,p90,2060-2079,80.2,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Beijing Shi,ssp370,p90,2060-2079,59.02,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Chongqing Shi,ssp370,p90,2060-2079,66.77,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Fujian Sheng,ssp370,p90,2060-2079,92.33,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Gansu Sheng,ssp370,p90,2060-2079,25.57,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Guangdong Sheng,ssp370,p90,2060-2079,99.95,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,p90,2060-2079,88.35,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Guizhou Sheng,ssp370,p90,2060-2079,60.58,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Hainan Sheng,ssp370,p90,2060-2079,110.17,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Hebei Sheng,ssp370,p90,2060-2079,53.14,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Heilongjiang Sheng,ssp370,p90,2060-2079,40.86,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Henan Sheng,ssp370,p90,2060-2079,67.26,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
"Hong Kong, SAR",ssp370,p90,2060-2079,96.51,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Hubei Sheng,ssp370,p90,2060-2079,75.16,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Hunan Sheng,ssp370,p90,2060-2079,80.36,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Jiangsu Sheng,ssp370,p90,2060-2079,75.97,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Jiangxi Sheng,ssp370,p90,2060-2079,88.29,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Jilin Sheng,ssp370,p90,2060-2079,50.35,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Liaoning Sheng,ssp370,p90,2060-2079,62.77,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
"Macau, SAR",ssp370,p90,2060-2079,108.4,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp370,p90,2060-2079,30.77,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp370,p90,2060-2079,35.74,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Qinghai Sheng,ssp370,p90,2060-2079,15.55,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Shaanxi Sheng,ssp370,p90,2060-2079,52.68,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Shandong Sheng,ssp370,p90,2060-2079,68.23,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Shanghai Shi,ssp370,p90,2060-2079,81.35,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Shanxi Sheng,ssp370,p90,2060-2079,47.17,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Sichuan Sheng,ssp370,p90,2060-2079,41.5,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Taiwan Sheng,ssp370,p90,2060-2079,277.2,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Tianjin Shi,ssp370,p90,2060-2079,62.66,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp370,p90,2060-2079,15.27,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Xizang Zizhiqu,ssp370,p90,2060-2079,26.86,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Yunnan Sheng,ssp370,p90,2060-2079,54.31,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Zhejiang Sheng,ssp370,p90,2060-2079,90.87,rx1day_CHNprov_ssp370_p90_2060-2079.xlsx
Anhui Sheng,ssp370,p90,2080-2099,81.31,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Beijing Shi,ssp370,p90,2080-2099,61.83,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Chongqing Shi,ssp370,p90,2080-2099,68.52,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Fujian Sheng,ssp370,p90,2080-2099,94.11,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Gansu Sheng,ssp370,p90,2080-2099,26.61,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Guangdong Sheng,ssp370,p90,2080-2099,102.24,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp370,p90,2080-2099,90.42,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Guizhou Sheng,ssp370,p90,2080-2099,61.44,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Hainan Sheng,ssp370,p90,2080-2099,113.99,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Hebei Sheng,ssp370,p90,2080-2099,55.19,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Heilongjiang Sheng,ssp370,p90,2080-2099,42.06,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Henan Sheng,ssp370,p90,2080-2099,69.19,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
"Hong Kong, SAR",ssp370,p90,2080-2099,99.16,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Hubei Sheng,ssp370,p90,2080-2099,78.24,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Hunan Sheng,ssp370,p90,2080-2099,83.15,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Jiangsu Sheng,ssp370,p90,2080-2099,77.08,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Jiangxi Sheng,ssp370,p90,2080-2099,91.25,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Jilin Sheng,ssp370,p90,2080-2099,51.77,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Liaoning Sheng,ssp370,p90,2080-2099,65.31,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
"Macau, SAR",ssp370,p90,2080-2099,106.39,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp370,p90,2080-2099,31.74,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp370,p90,2080-2099,36.71,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Qinghai Sheng,ssp370,p90,2080-2099,16.51,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Shaanxi Sheng,ssp370,p90,2080-2099,54.62,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Shandong Sheng,ssp370,p90,2080-2099,68.81,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Shanghai Shi,ssp370,p90,2080-2099,80.21,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Shanxi Sheng,ssp370,p90,2080-2099,49.03,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Sichuan Sheng,ssp370,p90,2080-2099,43.36,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Taiwan Sheng,ssp370,p90,2080-2099,301.99,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Tianjin Shi,ssp370,p90,2080-2099,64.55,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp370,p90,2080-2099,15.69,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Xizang Zizhiqu,ssp370,p90,2080-2099,27.35,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Yunnan Sheng,ssp370,p90,2080-2099,57.16,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Zhejiang Sheng,ssp370,p90,2080-2099,92.26,rx1day_CHNprov_ssp370_p90_2080-2099.xlsx
Anhui Sheng,ssp585,median,2020-2039,53.41,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Beijing Shi,ssp585,median,2020-2039,37.06,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Chongqing Shi,ssp585,median,2020-2039,43.38,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Fujian Sheng,ssp585,median,2020-2039,64.12,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Gansu Sheng,ssp585,median,2020-2039,16.93,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Guangdong Sheng,ssp585,median,2020-2039,67.02,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,median,2020-2039,59.25,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Guizhou Sheng,ssp585,median,2020-2039,39.61,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Hainan Sheng,ssp585,median,2020-2039,69.82,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Hebei Sheng,ssp585,median,2020-2039,34.71,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Heilongjiang Sheng,ssp585,median,2020-2039,28.2,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Henan Sheng,ssp585,median,2020-2039,45.56,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
"Hong Kong, SAR",ssp585,median,2020-2039,65.13,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Hubei Sheng,ssp585,median,2020-2039,50.74,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Hunan Sheng,ssp585,median,2020-2039,52.72,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Jiangsu Sheng,ssp585,median,2020-2039,52.45,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Jiangxi Sheng,ssp585,median,2020-2039,59.33,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Jilin Sheng,ssp585,median,2020-2039,34.17,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Liaoning Sheng,ssp585,median,2020-2039,42.18,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
"Macau, SAR",ssp585,median,2020-2039,65.53,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp585,median,2020-2039,20.66,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp585,median,2020-2039,24.05,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Qinghai Sheng,ssp585,median,2020-2039,10.26,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Shaanxi Sheng,ssp585,median,2020-2039,35.85,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Shandong Sheng,ssp585,median,2020-2039,45.68,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Shanghai Shi,ssp585,median,2020-2039,53.21,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Shanxi Sheng,ssp585,median,2020-2039,32.39,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Sichuan Sheng,ssp585,median,2020-2039,27.5,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Taiwan Sheng,ssp585,median,2020-2039,149.7,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Tianjin Shi,ssp585,median,2020-2039,39.93,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp585,median,2020-2039,9.51,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Xizang Zizhiqu,ssp585,median,2020-2039,12.36,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Yunnan Sheng,ssp585,median,2020-2039,36.43,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Zhejiang Sheng,ssp585,median,2020-2039,61.16,rx1day_CHNprov_ssp585_median_2020-2039.xlsx
Anhui Sheng,ssp585,median,2040-2059,56.39,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Beijing Shi,ssp585,median,2040-2059,41.68,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Chongqing Shi,ssp585,median,2040-2059,46.83,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Fujian Sheng,ssp585,median,2040-2059,66.11,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Gansu Sheng,ssp585,median,2040-2059,17.72,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Guangdong Sheng,ssp585,median,2040-2059,68.58,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,median,2040-2059,61.47,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Guizhou Sheng,ssp585,median,2040-2059,41.92,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Hainan Sheng,ssp585,median,2040-2059,73.22,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Hebei Sheng,ssp585,median,2040-2059,37.78,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Heilongjiang Sheng,ssp585,median,2040-2059,29.94,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Henan Sheng,ssp585,median,2040-2059,48.2,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
"Hong Kong, SAR",ssp585,median,2040-2059,66.0,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Hubei Sheng,ssp585,median,2040-2059,54.07,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Hunan Sheng,ssp585,median,2040-2059,55.7,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Jiangsu Sheng,ssp585,median,2040-2059,55.42,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Jiangxi Sheng,ssp585,median,2040-2059,61.6,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Jilin Sheng,ssp585,median,2040-2059,36.41,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Liaoning Sheng,ssp585,median,2040-2059,45.06,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
"Macau, SAR",ssp585,median,2040-2059,68.56,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp585,median,2040-2059,21.7,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp585,median,2040-2059,25.38,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Qinghai Sheng,ssp585,median,2040-2059,10.94,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Shaanxi Sheng,ssp585,median,2040-2059,37.9,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Shandong Sheng,ssp585,median,2040-2059,47.63,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Shanghai Shi,ssp585,median,2040-2059,56.98,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Shanxi Sheng,ssp585,median,2040-2059,34.82,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Sichuan Sheng,ssp585,median,2040-2059,28.96,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Taiwan Sheng,ssp585,median,2040-2059,155.26,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
